"max_score","subject_ID","match"
25.816,"602",0
34.95,"603",0
30.137,"604",0
50.514,"605",0
22.588,"606",0
25.831,"607",0
16.876,"608",0
27.539,"609",0
15.071,"610",0
24.989,"611",0
23.887,"612",0
29.615,"613",0
39.061,"614",0
21.42,"615",0
28.541,"616",0
31.744,"617",0
25.639,"618",0
23.079,"619",0
55.788,"620",0
27.477,"621",0
34.898,"622",0
39.791,"623",0
36.922,"624",0
19.69,"625",0
23.435,"626",0
33.031,"627",0
14.355,"628",0
29.033,"629",0
33.761,"630",0
39.741,"631",0
16.654,"632",0
26.768,"633",0
38.669,"634",0
31.406,"635",0
35.821,"636",0
17.811,"637",0
18.201,"638",0
13.902,"639",0
19.702,"640",0
33.63,"641",0
23.243,"642",0
23.253,"643",0
17.849,"644",0
22.132,"645",0
30.874,"646",0
53.994,"647",0
9.21,"648",0
48.767,"649",0
26.03,"650",0
42.09,"651",0
16.986,"652",0
45.82,"653",0
19.28,"654",0
22.444,"655",0
17.753,"656",0
23.973,"657",0
50.738,"658",0
33.324,"659",0
20.937,"660",0
14.793,"661",0
25.95,"662",0
41.084,"663",0
40.379,"664",1
63.278,"665",0
17.304,"666",0
29.443,"667",0
40.868,"668",0
31.687,"669",0
17.502,"670",1
12.37,"671",0
16.932,"672",0
37.019,"673",0
30.775,"674",0
17.938,"675",0
21.136,"676",0
21.631,"677",0
22.567,"678",0
48.636,"679",0
50.47,"680",0
33.235,"681",0
21.662,"682",0
26.521,"683",0
66.025,"684",0
17.899,"685",0
30.772,"686",0
66.557,"687",0
17.242,"688",0
36.775,"689",0
28.316,"690",0
17.187,"691",0
28.533,"692",0
24.296,"693",0
29.206,"694",0
19.667,"695",0
18.679,"696",0
22.844,"697",0
26.509,"698",0
24.219,"699",0
33.53,"700",0
32.25,"701",0
25.954,"702",0
27.673,"703",0
20.047,"704",0
21.009,"705",0
20.396,"706",0
20.764,"707",0
29.806,"708",0
21.808,"709",0
21.967,"710",0
36.772,"711",0
37.253,"712",0
33.637,"713",0
25.834,"714",0
75.92,"715",0
25.885,"716",0
71.124,"717",0
21.312,"718",0
35.36,"719",0
21.853,"720",0
31.647,"721",0
